,ClosestCountries5,ClosestCountries10,ClosestCountries30
nan_Afghanistan,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates|nan_Oman|nan_Qatar|nan_Bahrain|nan_Kazakhstan|nan_Kuwait,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates|nan_Oman|nan_Qatar|nan_Bahrain|nan_Kazakhstan|nan_Kuwait|nan_Azerbaijan|nan_India|nan_Nepal|nan_Armenia|nan_Iraq|Xinjiang_China|nan_Georgia|Tibet_China|nan_Saudi Arabia|nan_Syria|nan_Bhutan|nan_Yemen|nan_Bangladesh|nan_Jordan|nan_Lebanon|nan_Turkey|nan_West Bank and Gaza|nan_Israel|Qinghai_China|nan_Cyprus
nan_Seychelles,Mayotte_France|nan_Somalia|nan_Mauritius|nan_Madagascar|Reunion_France,Mayotte_France|nan_Somalia|nan_Mauritius|nan_Madagascar|Reunion_France|nan_Kenya|nan_Maldives|nan_Ethiopia|nan_Tanzania|nan_Djibouti,Mayotte_France|nan_Somalia|nan_Mauritius|nan_Madagascar|Reunion_France|nan_Kenya|nan_Maldives|nan_Ethiopia|nan_Tanzania|nan_Djibouti|nan_Yemen|nan_Malawi|nan_Mozambique|nan_Uganda|nan_Eritrea|nan_Burundi|nan_Oman|nan_Rwanda|nan_South Sudan|nan_Sri Lanka|nan_United Arab Emirates|nan_Zambia|nan_Zimbabwe|nan_Qatar|nan_Saudi Arabia|nan_Sudan|nan_Bahrain|nan_Eswatini|nan_Congo (Kinshasa)|nan_Congo (Brazzaville)
nan_Singapore,nan_Malaysia|nan_Cambodia|nan_Indonesia|nan_Brunei|nan_Thailand,nan_Malaysia|nan_Cambodia|nan_Indonesia|nan_Brunei|nan_Thailand|nan_Vietnam|nan_Laos|Hainan_China|nan_Philippines|nan_Burma,nan_Malaysia|nan_Cambodia|nan_Indonesia|nan_Brunei|nan_Thailand|nan_Vietnam|nan_Laos|Hainan_China|nan_Philippines|nan_Burma|Macau_China|Guangxi_China|Hong Kong_China|nan_Sri Lanka|Yunnan_China|Guangdong_China|nan_Timor-Leste|Guizhou_China|nan_Bangladesh|Hunan_China|nan_Taiwan*|Fujian_China|Jiangxi_China|Chongqing_China|nan_Bhutan|Sichuan_China|Northern Territory_Australia|Hubei_China|nan_Maldives|Zhejiang_China
nan_Slovakia,nan_Hungary|nan_Czechia|nan_Poland|nan_Austria|nan_Slovenia,nan_Hungary|nan_Czechia|nan_Poland|nan_Austria|nan_Slovenia|nan_Romania|nan_Croatia|nan_Serbia|nan_Bosnia and Herzegovina|nan_Moldova,nan_Hungary|nan_Czechia|nan_Poland|nan_Austria|nan_Slovenia|nan_Romania|nan_Croatia|nan_Serbia|nan_Bosnia and Herzegovina|nan_Moldova|nan_Kosovo|nan_Montenegro|nan_San Marino|nan_Liechtenstein|nan_Lithuania|nan_Bulgaria|nan_North Macedonia|nan_Belarus|nan_Germany|nan_Albania|nan_Ukraine|nan_Italy|nan_Switzerland|nan_Holy See|nan_Latvia|nan_Luxembourg|nan_Greece|nan_Denmark|nan_Netherlands|nan_Monaco
nan_Slovenia,nan_Croatia|nan_Austria|nan_San Marino|nan_Bosnia and Herzegovina|nan_Hungary,nan_Croatia|nan_Austria|nan_San Marino|nan_Bosnia and Herzegovina|nan_Hungary|nan_Czechia|nan_Italy|nan_Liechtenstein|nan_Slovakia|nan_Holy See,nan_Croatia|nan_Austria|nan_San Marino|nan_Bosnia and Herzegovina|nan_Hungary|nan_Czechia|nan_Italy|nan_Liechtenstein|nan_Slovakia|nan_Holy See|nan_Switzerland|nan_Serbia|nan_Montenegro|nan_Kosovo|nan_Monaco|nan_Albania|nan_Germany|nan_Poland|nan_North Macedonia|nan_Romania|nan_Luxembourg|nan_Bulgaria|nan_Belgium|nan_Greece|nan_Netherlands|nan_France|nan_Moldova|nan_Malta|nan_Andorra|nan_Lithuania
nan_Somalia,nan_Ethiopia|nan_Djibouti|nan_Kenya|nan_Yemen|nan_Eritrea,nan_Ethiopia|nan_Djibouti|nan_Kenya|nan_Yemen|nan_Eritrea|nan_Seychelles|nan_Uganda|nan_South Sudan|nan_Tanzania|nan_Sudan,nan_Ethiopia|nan_Djibouti|nan_Kenya|nan_Yemen|nan_Eritrea|nan_Seychelles|nan_Uganda|nan_South Sudan|nan_Tanzania|nan_Sudan|nan_Rwanda|Mayotte_France|nan_Burundi|nan_Saudi Arabia|nan_Oman|nan_United Arab Emirates|nan_Qatar|nan_Bahrain|nan_Malawi|nan_Madagascar|nan_Kuwait|nan_Central African Republic|nan_Egypt|nan_Mozambique|nan_Congo (Kinshasa)|nan_Congo (Brazzaville)|nan_Maldives|nan_Zambia|nan_Iran|nan_Jordan
nan_South Africa,nan_Botswana|nan_Eswatini|nan_Namibia|nan_Zimbabwe|nan_Zambia,nan_Botswana|nan_Eswatini|nan_Namibia|nan_Zimbabwe|nan_Zambia|nan_Mozambique|nan_Angola|nan_Malawi|nan_Madagascar|nan_Congo (Kinshasa),nan_Botswana|nan_Eswatini|nan_Namibia|nan_Zimbabwe|nan_Zambia|nan_Mozambique|nan_Angola|nan_Malawi|nan_Madagascar|nan_Congo (Kinshasa)|nan_Congo (Brazzaville)|nan_Tanzania|Mayotte_France|nan_Burundi|nan_Rwanda|Reunion_France|nan_Gabon|nan_Uganda|nan_Mauritius|nan_Kenya|nan_Equatorial Guinea|nan_Sao Tome and Principe|nan_Cameroon|nan_Central African Republic|Oregon_US|Georgia_US|Florida_US|District of Columbia_US|Delaware_US|Connecticut_US
nan_Spain,nan_Portugal|Gibraltar_United Kingdom|nan_Andorra|nan_France|nan_Morocco,nan_Portugal|Gibraltar_United Kingdom|nan_Andorra|nan_France|nan_Morocco|nan_Monaco|Channel Islands_United Kingdom|nan_Switzerland|nan_Tunisia|nan_Liechtenstein,nan_Portugal|Gibraltar_United Kingdom|nan_Andorra|nan_France|nan_Morocco|nan_Monaco|Channel Islands_United Kingdom|nan_Switzerland|nan_Tunisia|nan_Liechtenstein|nan_Luxembourg|nan_Belgium|nan_Italy|nan_Holy See|nan_Algeria|nan_San Marino|nan_Ireland|nan_Netherlands|Isle of Man_United Kingdom|nan_Germany|nan_Croatia|nan_Malta|nan_Slovenia|nan_Austria|nan_United Kingdom|nan_Bosnia and Herzegovina|nan_Czechia|nan_Western Sahara|nan_Montenegro|nan_Albania
nan_Sri Lanka,nan_Maldives|nan_India|nan_Bangladesh|nan_Burma|nan_Thailand,nan_Maldives|nan_India|nan_Bangladesh|nan_Burma|nan_Thailand|nan_Nepal|nan_Bhutan|nan_Singapore|nan_Cambodia|nan_Laos,nan_Maldives|nan_India|nan_Bangladesh|nan_Burma|nan_Thailand|nan_Nepal|nan_Bhutan|nan_Singapore|nan_Cambodia|nan_Laos|Tibet_China|nan_Pakistan|Yunnan_China|nan_Oman|nan_Vietnam|nan_Seychelles|nan_Afghanistan|Hainan_China|nan_United Arab Emirates|Sichuan_China|Guangxi_China|Guizhou_China|nan_Malaysia|Qinghai_China|nan_Yemen|nan_Brunei|nan_Indonesia|nan_Qatar|Chongqing_China|Xinjiang_China
nan_Sudan,nan_South Sudan|nan_Eritrea|nan_Ethiopia|nan_Central African Republic|nan_Chad,nan_South Sudan|nan_Eritrea|nan_Ethiopia|nan_Central African Republic|nan_Chad|nan_Uganda|nan_Djibouti|nan_Egypt|nan_Rwanda|nan_Kenya,nan_South Sudan|nan_Eritrea|nan_Ethiopia|nan_Central African Republic|nan_Chad|nan_Uganda|nan_Djibouti|nan_Egypt|nan_Rwanda|nan_Kenya|nan_Burundi|nan_Somalia|nan_Saudi Arabia|nan_Yemen|nan_Libya|nan_Israel|nan_Congo (Brazzaville)|nan_Congo (Kinshasa)|nan_Jordan|nan_West Bank and Gaza|nan_Tanzania|nan_Mauritania|nan_Cameroon|nan_Nigeria|nan_Lebanon|nan_Niger|nan_Cyprus|nan_Gabon|nan_Equatorial Guinea|nan_Bahrain
nan_Suriname,French Guiana_France|nan_Guyana|nan_Trinidad and Tobago|nan_Barbados|nan_Belize,French Guiana_France|nan_Guyana|nan_Trinidad and Tobago|nan_Barbados|nan_Belize|nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Venezuela|nan_Saint Lucia|Martinique_France,"French Guiana_France|nan_Guyana|nan_Trinidad and Tobago|nan_Barbados|nan_Belize|nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Venezuela|nan_Saint Lucia|Martinique_France|nan_Dominica|Guadeloupe_France|Montserrat_United Kingdom|nan_Antigua and Barbuda|Bonaire, Sint Eustatius and Saba_Netherlands|nan_Saint Kitts and Nevis|Curacao_Netherlands|Saint Barthelemy_France|Sint Maarten_Netherlands|St Martin_France|Anguilla_United Kingdom|Aruba_Netherlands|British Virgin Islands_United Kingdom|Virgin Islands_US|Puerto Rico_US|nan_Colombia|nan_Brazil|nan_Dominican Republic|nan_Bolivia|nan_Haiti"
nan_Sweden,nan_Norway|nan_Finland|nan_Estonia|nan_Latvia|nan_Denmark,nan_Norway|nan_Finland|nan_Estonia|nan_Latvia|nan_Denmark|nan_Lithuania|Faroe Islands_Denmark|nan_Belarus|nan_Poland|nan_Netherlands,nan_Norway|nan_Finland|nan_Estonia|nan_Latvia|nan_Denmark|nan_Lithuania|Faroe Islands_Denmark|nan_Belarus|nan_Poland|nan_Netherlands|nan_United Kingdom|nan_Germany|nan_Czechia|Isle of Man_United Kingdom|nan_Belgium|nan_Luxembourg|nan_Slovakia|nan_Iceland|nan_Austria|nan_Ireland|nan_Hungary|nan_Liechtenstein|nan_Switzerland|nan_Ukraine|nan_Slovenia|Channel Islands_United Kingdom|nan_Moldova|nan_Romania|nan_Croatia|nan_France
nan_Switzerland,nan_Liechtenstein|nan_Monaco|nan_Luxembourg|nan_San Marino|nan_France,nan_Liechtenstein|nan_Monaco|nan_Luxembourg|nan_San Marino|nan_France|nan_Germany|nan_Austria|nan_Italy|nan_Slovenia|nan_Belgium,nan_Liechtenstein|nan_Monaco|nan_Luxembourg|nan_San Marino|nan_France|nan_Germany|nan_Austria|nan_Italy|nan_Slovenia|nan_Belgium|nan_Croatia|nan_Netherlands|nan_Czechia|nan_Holy See|nan_Andorra|nan_Bosnia and Herzegovina|Channel Islands_United Kingdom|nan_Hungary|nan_Slovakia|nan_Poland|nan_Montenegro|nan_Serbia|nan_Denmark|nan_Kosovo|nan_Albania|Isle of Man_United Kingdom|nan_North Macedonia|nan_Spain|nan_United Kingdom|nan_Romania
nan_Taiwan*,Fujian_China|Zhejiang_China|Jiangxi_China|Hong Kong_China|Guangdong_China,Fujian_China|Zhejiang_China|Jiangxi_China|Hong Kong_China|Guangdong_China|Macau_China|Shanghai_China|Anhui_China|Hunan_China|Jiangsu_China,"Fujian_China|Zhejiang_China|Jiangxi_China|Hong Kong_China|Guangdong_China|Macau_China|Shanghai_China|Anhui_China|Hunan_China|Jiangsu_China|Hubei_China|nan_Philippines|Guangxi_China|Hainan_China|Henan_China|Shandong_China|Guizhou_China|Chongqing_China|nan_Korea, South|nan_Vietnam|Shaanxi_China|Shanxi_China|Tianjin_China|Hebei_China|Beijing_China|Liaoning_China|nan_Laos|Sichuan_China|Yunnan_China|Ningxia_China"
nan_Tanzania,nan_Burundi|nan_Rwanda|nan_Malawi|nan_Kenya|nan_Uganda,nan_Burundi|nan_Rwanda|nan_Malawi|nan_Kenya|nan_Uganda|nan_Zambia|Mayotte_France|nan_Mozambique|nan_Congo (Kinshasa)|nan_Congo (Brazzaville),nan_Burundi|nan_Rwanda|nan_Malawi|nan_Kenya|nan_Uganda|nan_Zambia|Mayotte_France|nan_Mozambique|nan_Congo (Kinshasa)|nan_Congo (Brazzaville)|nan_South Sudan|nan_Zimbabwe|nan_Somalia|nan_Ethiopia|nan_Madagascar|nan_Angola|nan_Botswana|nan_Central African Republic|nan_Djibouti|nan_Sudan|nan_Eswatini|nan_Seychelles|nan_Eritrea|nan_Namibia|nan_Gabon|Reunion_France|nan_Cameroon|nan_Yemen|nan_Mauritius|nan_Equatorial Guinea
nan_Thailand,nan_Laos|nan_Cambodia|nan_Vietnam|nan_Burma|Hainan_China,nan_Laos|nan_Cambodia|nan_Vietnam|nan_Burma|Hainan_China|Yunnan_China|Guangxi_China|Guizhou_China|nan_Bangladesh|Macau_China,nan_Laos|nan_Cambodia|nan_Vietnam|nan_Burma|Hainan_China|Yunnan_China|Guangxi_China|Guizhou_China|nan_Bangladesh|Macau_China|nan_Singapore|Guangdong_China|Hong Kong_China|Sichuan_China|nan_Bhutan|Hunan_China|Chongqing_China|nan_Malaysia|nan_Brunei|Jiangxi_China|Hubei_China|Fujian_China|nan_Indonesia|nan_Nepal|Tibet_China|nan_Philippines|nan_Taiwan*|Qinghai_China|nan_Sri Lanka|Shaanxi_China
nan_Togo,nan_Benin|nan_Ghana|nan_Burkina Faso|nan_Cote d'Ivoire|nan_Nigeria,nan_Benin|nan_Ghana|nan_Burkina Faso|nan_Cote d'Ivoire|nan_Nigeria|Veteran Hospitals_US|Federal Bureau of Prisons_US|US Military_US|Michigan_US|Massachusetts_US,nan_Benin|nan_Ghana|nan_Burkina Faso|nan_Cote d'Ivoire|nan_Nigeria|Veteran Hospitals_US|Federal Bureau of Prisons_US|US Military_US|Michigan_US|Massachusetts_US|Maryland_US|Idaho_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Iowa_US|Indiana_US|Illinois_US|Hawaii_US|Delaware_US|District of Columbia_US|Minnesota_US|Connecticut_US|Colorado_US|California_US|Arkansas_US|Arizona_US|Alaska_US|Alabama_US
nan_Trinidad and Tobago,nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Barbados|nan_Belize|nan_Saint Lucia,nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Barbados|nan_Belize|nan_Saint Lucia|Martinique_France|nan_Dominica|Guadeloupe_France|Montserrat_United Kingdom|nan_Guyana,"nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Barbados|nan_Belize|nan_Saint Lucia|Martinique_France|nan_Dominica|Guadeloupe_France|Montserrat_United Kingdom|nan_Guyana|nan_Antigua and Barbuda|nan_Venezuela|nan_Saint Kitts and Nevis|Bonaire, Sint Eustatius and Saba_Netherlands|Saint Barthelemy_France|Sint Maarten_Netherlands|St Martin_France|Anguilla_United Kingdom|Curacao_Netherlands|British Virgin Islands_United Kingdom|Virgin Islands_US|nan_Suriname|Aruba_Netherlands|Puerto Rico_US|French Guiana_France|nan_Dominican Republic|nan_Haiti|nan_Colombia|Turks and Caicos Islands_United Kingdom|nan_Jamaica"
nan_Tunisia,nan_Malta|nan_Holy See|nan_Algeria|nan_Italy|nan_Monaco,nan_Malta|nan_Holy See|nan_Algeria|nan_Italy|nan_Monaco|nan_San Marino|nan_Andorra|nan_Libya|nan_Albania|nan_Greece,nan_Malta|nan_Holy See|nan_Algeria|nan_Italy|nan_Monaco|nan_San Marino|nan_Andorra|nan_Libya|nan_Albania|nan_Greece|nan_Montenegro|Gibraltar_United Kingdom|nan_Bosnia and Herzegovina|nan_Spain|nan_Croatia|nan_North Macedonia|nan_Kosovo|nan_Switzerland|nan_Slovenia|nan_Mauritania|nan_Liechtenstein|nan_France|nan_Serbia|nan_Morocco|nan_Austria|nan_Portugal|nan_Hungary|nan_Bulgaria|nan_Luxembourg|nan_Niger
nan_Turkey,nan_Cyprus|nan_Lebanon|nan_Syria|nan_West Bank and Gaza|nan_Georgia,nan_Cyprus|nan_Lebanon|nan_Syria|nan_West Bank and Gaza|nan_Georgia|nan_Armenia|nan_Jordan|nan_Israel|nan_Bulgaria|nan_Iraq,nan_Cyprus|nan_Lebanon|nan_Syria|nan_West Bank and Gaza|nan_Georgia|nan_Armenia|nan_Jordan|nan_Israel|nan_Bulgaria|nan_Iraq|nan_Azerbaijan|nan_Moldova|nan_Ukraine|nan_Romania|nan_Greece|nan_North Macedonia|nan_Kosovo|nan_Albania|nan_Serbia|nan_Montenegro|nan_Egypt|nan_Kuwait|nan_Bosnia and Herzegovina|nan_Hungary|nan_Slovakia|nan_Belarus|nan_Iran|nan_Croatia|nan_Slovenia|nan_Malta
nan_Uganda,nan_Rwanda|nan_Burundi|nan_South Sudan|nan_Kenya|nan_Tanzania,nan_Rwanda|nan_Burundi|nan_South Sudan|nan_Kenya|nan_Tanzania|nan_Congo (Brazzaville)|nan_Congo (Kinshasa)|nan_Ethiopia|nan_Sudan|nan_Central African Republic,nan_Rwanda|nan_Burundi|nan_South Sudan|nan_Kenya|nan_Tanzania|nan_Congo (Brazzaville)|nan_Congo (Kinshasa)|nan_Ethiopia|nan_Sudan|nan_Central African Republic|nan_Malawi|nan_Somalia|nan_Djibouti|nan_Eritrea|nan_Zambia|nan_Angola|Mayotte_France|nan_Chad|nan_Mozambique|nan_Gabon|nan_Cameroon|nan_Zimbabwe|nan_Yemen|nan_Equatorial Guinea|nan_Seychelles|nan_Botswana|nan_Madagascar|nan_Nigeria|nan_Egypt|nan_Sao Tome and Principe
nan_Ukraine,nan_Moldova|nan_Romania|nan_Belarus|nan_Bulgaria|nan_Slovakia,nan_Moldova|nan_Romania|nan_Belarus|nan_Bulgaria|nan_Slovakia|nan_Hungary|nan_Lithuania|nan_Serbia|nan_Poland|nan_Kosovo,nan_Moldova|nan_Romania|nan_Belarus|nan_Bulgaria|nan_Slovakia|nan_Hungary|nan_Lithuania|nan_Serbia|nan_Poland|nan_Kosovo|nan_Latvia|nan_North Macedonia|nan_Turkey|nan_Montenegro|nan_Bosnia and Herzegovina|nan_Czechia|nan_Georgia|nan_Albania|nan_Estonia|nan_Austria|nan_Slovenia|nan_Croatia|nan_Greece|nan_Armenia|nan_Cyprus|nan_San Marino|nan_Azerbaijan|nan_Italy|nan_Germany|nan_Liechtenstein
nan_United Arab Emirates,nan_Qatar|nan_Bahrain|nan_Oman|nan_Kuwait|nan_Iran,nan_Qatar|nan_Bahrain|nan_Oman|nan_Kuwait|nan_Iran|nan_Saudi Arabia|nan_Yemen|nan_Iraq|nan_Afghanistan|nan_Pakistan,nan_Qatar|nan_Bahrain|nan_Oman|nan_Kuwait|nan_Iran|nan_Saudi Arabia|nan_Yemen|nan_Iraq|nan_Afghanistan|nan_Pakistan|nan_Eritrea|nan_Djibouti|nan_Syria|nan_Azerbaijan|nan_Jordan|nan_Armenia|nan_Israel|nan_West Bank and Gaza|nan_Lebanon|nan_Uzbekistan|nan_Ethiopia|nan_Somalia|nan_Georgia|nan_Cyprus|nan_Turkey|nan_Egypt|nan_India|nan_Kyrgyzstan|nan_Sudan|nan_Kazakhstan
Bermuda_United Kingdom,Turks and Caicos Islands_United Kingdom|Nova Scotia_Canada|nan_Bahamas|British Virgin Islands_United Kingdom|Virgin Islands_US,Turks and Caicos Islands_United Kingdom|Nova Scotia_Canada|nan_Bahamas|British Virgin Islands_United Kingdom|Virgin Islands_US|Anguilla_United Kingdom|Puerto Rico_US|Prince Edward Island_Canada|St Martin_France|Sint Maarten_Netherlands,"Turks and Caicos Islands_United Kingdom|Nova Scotia_Canada|nan_Bahamas|British Virgin Islands_United Kingdom|Virgin Islands_US|Anguilla_United Kingdom|Puerto Rico_US|Prince Edward Island_Canada|St Martin_France|Sint Maarten_Netherlands|New Brunswick_Canada|nan_Dominican Republic|Saint Barthelemy_France|nan_Haiti|nan_Saint Kitts and Nevis|nan_Antigua and Barbuda|Montserrat_United Kingdom|Saint Pierre and Miquelon_France|Guadeloupe_France|nan_Cuba|nan_Dominica|Martinique_France|nan_Jamaica|nan_Saint Lucia|nan_Saint Vincent and the Grenadines|nan_Belize|nan_Barbados|Cayman Islands_United Kingdom|Aruba_Netherlands|Bonaire, Sint Eustatius and Saba_Netherlands"
Cayman Islands_United Kingdom,nan_Cuba|nan_Jamaica|nan_Honduras|nan_Bahamas|nan_Nicaragua,nan_Cuba|nan_Jamaica|nan_Honduras|nan_Bahamas|nan_Nicaragua|nan_Haiti|nan_El Salvador|Turks and Caicos Islands_United Kingdom|nan_Guatemala|nan_Costa Rica,"nan_Cuba|nan_Jamaica|nan_Honduras|nan_Bahamas|nan_Nicaragua|nan_Haiti|nan_El Salvador|Turks and Caicos Islands_United Kingdom|nan_Guatemala|nan_Costa Rica|nan_Dominican Republic|nan_Panama|Aruba_Netherlands|Curacao_Netherlands|Puerto Rico_US|Bonaire, Sint Eustatius and Saba_Netherlands|Virgin Islands_US|British Virgin Islands_United Kingdom|nan_Colombia|Anguilla_United Kingdom|Sint Maarten_Netherlands|St Martin_France|Saint Barthelemy_France|nan_Saint Kitts and Nevis|Montserrat_United Kingdom|nan_Antigua and Barbuda|Guadeloupe_France|nan_Venezuela|nan_Dominica|Bermuda_United Kingdom"
Channel Islands_United Kingdom,nan_Belgium|nan_France|nan_Ireland|Isle of Man_United Kingdom|nan_Luxembourg,nan_Belgium|nan_France|nan_Ireland|Isle of Man_United Kingdom|nan_Luxembourg|nan_Netherlands|nan_United Kingdom|nan_Andorra|nan_Germany|nan_Switzerland,nan_Belgium|nan_France|nan_Ireland|Isle of Man_United Kingdom|nan_Luxembourg|nan_Netherlands|nan_United Kingdom|nan_Andorra|nan_Germany|nan_Switzerland|nan_Liechtenstein|nan_Monaco|nan_Spain|nan_Denmark|nan_Portugal|nan_Austria|nan_San Marino|nan_Czechia|nan_Italy|nan_Slovenia|nan_Croatia|nan_Norway|nan_Holy See|Faroe Islands_Denmark|Gibraltar_United Kingdom|nan_Poland|nan_Slovakia|nan_Hungary|nan_Bosnia and Herzegovina|nan_Montenegro
Gibraltar_United Kingdom,nan_Portugal|nan_Spain|nan_Morocco|nan_Andorra|nan_Algeria,nan_Portugal|nan_Spain|nan_Morocco|nan_Andorra|nan_Algeria|nan_France|nan_Tunisia|nan_Monaco|Channel Islands_United Kingdom|nan_Western Sahara,nan_Portugal|nan_Spain|nan_Morocco|nan_Andorra|nan_Algeria|nan_France|nan_Tunisia|nan_Monaco|Channel Islands_United Kingdom|nan_Western Sahara|nan_Switzerland|nan_Holy See|nan_Italy|nan_Liechtenstein|nan_San Marino|nan_Malta|nan_Luxembourg|nan_Belgium|nan_Ireland|nan_Netherlands|nan_Croatia|nan_Germany|Isle of Man_United Kingdom|nan_Slovenia|nan_Mali|nan_Austria|nan_Bosnia and Herzegovina|nan_United Kingdom|nan_Montenegro|nan_Czechia
Isle of Man_United Kingdom,nan_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Belgium|nan_Netherlands,nan_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Belgium|nan_Netherlands|Faroe Islands_Denmark|nan_Luxembourg|nan_Denmark|nan_Germany|nan_France,nan_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Belgium|nan_Netherlands|Faroe Islands_Denmark|nan_Luxembourg|nan_Denmark|nan_Germany|nan_France|nan_Norway|nan_Switzerland|nan_Liechtenstein|nan_Andorra|nan_Iceland|nan_Czechia|nan_Monaco|nan_Sweden|nan_Austria|nan_Spain|nan_Poland|nan_Slovenia|nan_Portugal|nan_San Marino|nan_Italy|nan_Croatia|nan_Slovakia|nan_Lithuania|nan_Latvia|nan_Holy See
Montserrat_United Kingdom,nan_Antigua and Barbuda|Guadeloupe_France|nan_Saint Kitts and Nevis|Saint Barthelemy_France|Sint Maarten_Netherlands,nan_Antigua and Barbuda|Guadeloupe_France|nan_Saint Kitts and Nevis|Saint Barthelemy_France|Sint Maarten_Netherlands|nan_Dominica|St Martin_France|Anguilla_United Kingdom|Martinique_France|British Virgin Islands_United Kingdom,"nan_Antigua and Barbuda|Guadeloupe_France|nan_Saint Kitts and Nevis|Saint Barthelemy_France|Sint Maarten_Netherlands|nan_Dominica|St Martin_France|Anguilla_United Kingdom|Martinique_France|British Virgin Islands_United Kingdom|Virgin Islands_US|nan_Saint Lucia|nan_Saint Vincent and the Grenadines|nan_Barbados|nan_Belize|Puerto Rico_US|nan_Grenada|nan_Trinidad and Tobago|Bonaire, Sint Eustatius and Saba_Netherlands|nan_Dominican Republic|Curacao_Netherlands|Aruba_Netherlands|nan_Haiti|Turks and Caicos Islands_United Kingdom|nan_Venezuela|nan_Guyana|nan_Suriname|nan_Jamaica|French Guiana_France|Bermuda_United Kingdom"
nan_United Kingdom,Isle of Man_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Netherlands|nan_Belgium,Isle of Man_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Netherlands|nan_Belgium|Faroe Islands_Denmark|nan_Denmark|nan_Luxembourg|nan_Norway|nan_Germany,Isle of Man_United Kingdom|nan_Ireland|Channel Islands_United Kingdom|nan_Netherlands|nan_Belgium|Faroe Islands_Denmark|nan_Denmark|nan_Luxembourg|nan_Norway|nan_Germany|nan_France|nan_Switzerland|nan_Liechtenstein|nan_Iceland|nan_Sweden|nan_Czechia|nan_Andorra|nan_Monaco|nan_Austria|nan_Poland|nan_Slovenia|nan_San Marino|nan_Spain|nan_Lithuania|nan_Latvia|nan_Croatia|nan_Slovakia|nan_Estonia|nan_Italy|nan_Portugal
nan_Uruguay,nan_Argentina|nan_Paraguay|nan_Chile|nan_Bolivia|nan_Brazil,nan_Argentina|nan_Paraguay|nan_Chile|nan_Bolivia|nan_Brazil|Falkland Islands (Malvinas)_United Kingdom|nan_Peru|nan_Suriname|French Guiana_France|nan_Ecuador,"nan_Argentina|nan_Paraguay|nan_Chile|nan_Bolivia|nan_Brazil|Falkland Islands (Malvinas)_United Kingdom|nan_Peru|nan_Suriname|French Guiana_France|nan_Ecuador|nan_Guyana|nan_Venezuela|nan_Colombia|nan_Trinidad and Tobago|nan_Grenada|nan_Saint Vincent and the Grenadines|nan_Barbados|nan_Belize|Bonaire, Sint Eustatius and Saba_Netherlands|Curacao_Netherlands|nan_Saint Lucia|Aruba_Netherlands|Martinique_France|nan_Panama|nan_Dominica|Guadeloupe_France|Montserrat_United Kingdom|nan_Antigua and Barbuda|nan_Costa Rica|nan_Saint Kitts and Nevis"
nan_US,Utah_US|nan_Mexico|Ontario_Canada|Manitoba_Canada|Saskatchewan_Canada,Utah_US|nan_Mexico|Ontario_Canada|Manitoba_Canada|Saskatchewan_Canada|nan_Bahamas|nan_Cuba|Grand Princess_Canada|Cayman Islands_United Kingdom|nan_Guatemala,Utah_US|nan_Mexico|Ontario_Canada|Manitoba_Canada|Saskatchewan_Canada|nan_Bahamas|nan_Cuba|Grand Princess_Canada|Cayman Islands_United Kingdom|nan_Guatemala|Quebec_Canada|Alberta_Canada|British Columbia_Canada|nan_Honduras|New Brunswick_Canada|nan_El Salvador|nan_Jamaica|Nova Scotia_Canada|Prince Edward Island_Canada|Turks and Caicos Islands_United Kingdom|Bermuda_United Kingdom|nan_Nicaragua|nan_Haiti|nan_Dominican Republic|nan_Costa Rica|Saint Pierre and Miquelon_France|Newfoundland and Labrador_Canada|nan_Panama|Puerto Rico_US|Northwest Territories_Canada
